"","Contexto","Elemento"
"199","hyper - Azucena (CG context) - genes","Os11g0587000"
"200","hyper - Azucena (CG context) - genes","Os11g0609600"
"201","hyper - Azucena (CG context) - genes","Os11g0652600"
"202","hyper - Azucena (CG context) - genes","Os11g0668300"
"203","hyper - Azucena (CG context) - genes","Os11g0678000"
"204","hyper - Azucena (CG context) - genes","Os11g0678100"
"205","hyper - Azucena (CG context) - genes","Os12g0179800"
"206","hyper - Azucena (CG context) - genes","Os12g0235650"
"207","hyper - Azucena (CG context) - genes","Os12g0235700"
"208","hyper - Azucena (CG context) - genes","Os12g0284000"
"209","hyper - Azucena (CG context) - genes","Os12g0409700"
"210","hyper - Azucena (CG context) - genes","Os12g0447932"
"211","hyper - Azucena (CG context) - genes","Os12g0545900"
"212","hyper - Azucena (CG context) - genes","Os12g0560300"
"213","hyper - Azucena (CG context) - genes","Os12g0566000"
"214","hyper - Azucena (CG context) - genes","Os12g0595800"
"215","hyper - Azucena (CG context) - genes","Os12g0625000"
"216","hyper - Azucena (CG context) - genes","Os12g0636200"
"217","hyper - Azucena (CG context) - genes","Os12g0636300"
"218","hypo - Azucena (CG context) - genes","Os01g0137700"
"219","hypo - Azucena (CG context) - genes","Os01g0163450"
"220","hypo - Azucena (CG context) - genes","Os01g0185100"
"221","hypo - Azucena (CG context) - genes","Os01g0187300"
"222","hypo - Azucena (CG context) - genes","Os01g0187900"
"223","hypo - Azucena (CG context) - genes","Os01g0296000"
"224","hypo - Azucena (CG context) - genes","Os01g0338000"
"225","hypo - Azucena (CG context) - genes","Os01g0340801"
"226","hypo - Azucena (CG context) - genes","Os01g0390600"
"227","hypo - Azucena (CG context) - genes","Os01g0562400"
"228","hypo - Azucena (CG context) - genes","Os01g0577300"
"229","hypo - Azucena (CG context) - genes","Os01g0661000"
"230","hypo - Azucena (CG context) - genes","Os01g0672700"
"231","hypo - Azucena (CG context) - genes","Os01g0698300"
"232","hypo - Azucena (CG context) - genes","Os01g0708600"
"233","hypo - Azucena (CG context) - genes","Os01g0768600"
"234","hypo - Azucena (CG context) - genes","Os01g0775750"
"235","hypo - Azucena (CG context) - genes","Os01g0782800"
"236","hypo - Azucena (CG context) - genes","Os01g0825800"
"237","hypo - Azucena (CG context) - genes","Os01g0847300"
"238","hypo - Azucena (CG context) - genes","Os01g0900750"
"239","hypo - Azucena (CG context) - genes","Os01g0900800"
"240","hypo - Azucena (CG context) - genes","Os01g0952700"
"241","hypo - Azucena (CG context) - genes","Os01g0959000"
"242","hypo - Azucena (CG context) - genes","Os01g0959050"
"243","hypo - Azucena (CG context) - genes","Os02g0104100"
"244","hypo - Azucena (CG context) - genes","Os02g0179900"
"245","hypo - Azucena (CG context) - genes","Os02g0179950"
"246","hypo - Azucena (CG context) - genes","Os02g0204500"
"247","hypo - Azucena (CG context) - genes","Os02g0246300"
"248","hypo - Azucena (CG context) - genes","Os02g0285700"
"249","hypo - Azucena (CG context) - genes","Os02g0290000"
"250","hypo - Azucena (CG context) - genes","Os02g0480800"
"251","hypo - Azucena (CG context) - genes","Os02g0503700"
"252","hypo - Azucena (CG context) - genes","Os02g0593100"
"253","hypo - Azucena (CG context) - genes","Os02g0666800"
"254","hypo - Azucena (CG context) - genes","Os02g0687600"
"255","hypo - Azucena (CG context) - genes","Os02g0697400"
"256","hypo - Azucena (CG context) - genes","Os02g0794500"
"257","hypo - Azucena (CG context) - genes","Os02g0803225"
"258","hypo - Azucena (CG context) - genes","Os02g0803250"
"259","hypo - Azucena (CG context) - genes","Os02g0822500"
"260","hypo - Azucena (CG context) - genes","Os03g0108600"
"261","hypo - Azucena (CG context) - genes","Os03g0134600"
"262","hypo - Azucena (CG context) - genes","Os03g0168400"
"263","hypo - Azucena (CG context) - genes","Os03g0192500"
"264","hypo - Azucena (CG context) - genes","Os03g0210400"
"265","hypo - Azucena (CG context) - genes","Os03g0255200"
"266","hypo - Azucena (CG context) - genes","Os03g0297700"
"267","hypo - Azucena (CG context) - genes","Os03g0330200"
"268","hypo - Azucena (CG context) - genes","Os03g0336200"
"269","hypo - Azucena (CG context) - genes","Os03g0341100"
"270","hypo - Azucena (CG context) - genes","Os03g0341150"
"271","hypo - Azucena (CG context) - genes","Os03g0373500"
"272","hypo - Azucena (CG context) - genes","Os03g0374600"
"273","hypo - Azucena (CG context) - genes","Os03g0376350"
"274","hypo - Azucena (CG context) - genes","Os03g0388366"
"275","hypo - Azucena (CG context) - genes","Os03g0578200"
"276","hypo - Azucena (CG context) - genes","Os03g0583900"
"277","hypo - Azucena (CG context) - genes","Os03g0602600"
"278","hypo - Azucena (CG context) - genes","Os03g0636600"
"279","hypo - Azucena (CG context) - genes","Os03g0644400"
"280","hypo - Azucena (CG context) - genes","Os03g0699600"
"281","hypo - Azucena (CG context) - genes","Os03g0723600"
"282","hypo - Azucena (CG context) - genes","Os03g0735100"
"283","hypo - Azucena (CG context) - genes","Os03g0735150"
"284","hypo - Azucena (CG context) - genes","Os03g0747900"
"285","hypo - Azucena (CG context) - genes","Os03g0770100"
"286","hypo - Azucena (CG context) - genes","Os03g0785300"
"287","hypo - Azucena (CG context) - genes","Os03g0799900"
"288","hypo - Azucena (CG context) - genes","Os03g0806800"
"289","hypo - Azucena (CG context) - genes","Os03g0807500"
"290","hypo - Azucena (CG context) - genes","Os04g0105400"
"291","hypo - Azucena (CG context) - genes","Os04g0113000"
"292","hypo - Azucena (CG context) - genes","Os04g0117600"
"293","hypo - Azucena (CG context) - genes","Os04g0218900"
"294","hypo - Azucena (CG context) - genes","Os04g0227500"
"295","hypo - Azucena (CG context) - genes","Os04g0275100"
"296","hypo - Azucena (CG context) - genes","Os04g0285601"
"297","hypo - Azucena (CG context) - genes","Os04g0402200"
"298","hypo - Azucena (CG context) - genes","Os04g0422000"
"299","hypo - Azucena (CG context) - genes","Os04g0423700"
"300","hypo - Azucena (CG context) - genes","Os04g0444200"
"301","hypo - Azucena (CG context) - genes","Os04g0444250"
"302","hypo - Azucena (CG context) - genes","Os04g0448900"
"303","hypo - Azucena (CG context) - genes","Os04g0485800"
"304","hypo - Azucena (CG context) - genes","Os04g0510400"
"305","hypo - Azucena (CG context) - genes","Os04g0514600"
"306","hypo - Azucena (CG context) - genes","Os04g0607150"
"307","hypo - Azucena (CG context) - genes","Os04g0674600"
"308","hypo - Azucena (CG context) - genes","Os05g0109600"
"309","hypo - Azucena (CG context) - genes","Os05g0109650"
"310","hypo - Azucena (CG context) - genes","Os05g0111800"
"311","hypo - Azucena (CG context) - genes","Os05g0182500"
"312","hypo - Azucena (CG context) - genes","Os05g0182550"
"313","hypo - Azucena (CG context) - genes","Os05g0267100"
"314","hypo - Azucena (CG context) - genes","Os05g0278950"
"315","hypo - Azucena (CG context) - genes","Os05g0297001"
"316","hypo - Azucena (CG context) - genes","Os05g0307400"
"317","hypo - Azucena (CG context) - genes","Os05g0405000"
"318","hypo - Azucena (CG context) - genes","Os05g0406000"
"319","hypo - Azucena (CG context) - genes","Os05g0418901"
"320","hypo - Azucena (CG context) - genes","Os05g0425000"
"321","hypo - Azucena (CG context) - genes","Os05g0488800"
"322","hypo - Azucena (CG context) - genes","Os05g0488900"
"323","hypo - Azucena (CG context) - genes","Os05g0504800"
"324","hypo - Azucena (CG context) - genes","Os05g0536200"
"325","hypo - Azucena (CG context) - genes","Os06g0111300"
"326","hypo - Azucena (CG context) - genes","Os06g0127200"
"327","hypo - Azucena (CG context) - genes","Os06g0164400"
"328","hypo - Azucena (CG context) - genes","Os06g0186400"
"329","hypo - Azucena (CG context) - genes","Os06g0216800"
"330","hypo - Azucena (CG context) - genes","Os06g0225400"
"331","hypo - Azucena (CG context) - genes","Os06g0225900"
"332","hypo - Azucena (CG context) - genes","Os06g0240800"
"333","hypo - Azucena (CG context) - genes","Os06g0281400"
"334","hypo - Azucena (CG context) - genes","Os06g0295500"
"335","hypo - Azucena (CG context) - genes","Os06g0295900"
"336","hypo - Azucena (CG context) - genes","Os06g0296450"
"337","hypo - Azucena (CG context) - genes","Os06g0500100"
"338","hypo - Azucena (CG context) - genes","Os06g0500700"
"339","hypo - Azucena (CG context) - genes","Os06g0567200"
"340","hypo - Azucena (CG context) - genes","Os06g0708900"
"341","hypo - Azucena (CG context) - genes","Os06g0727700"
"342","hypo - Azucena (CG context) - genes","Os07g0164300"
"343","hypo - Azucena (CG context) - genes","Os07g0185700"
"344","hypo - Azucena (CG context) - genes","Os07g0194500"
"345","hypo - Azucena (CG context) - genes","Os07g0194550"
"346","hypo - Azucena (CG context) - genes","Os07g0288700"
"347","hypo - Azucena (CG context) - genes","Os07g0289050"
"348","hypo - Azucena (CG context) - genes","Os07g0409200"
"349","hypo - Azucena (CG context) - genes","Os07g0477866"
"350","hypo - Azucena (CG context) - genes","Os07g0512000"
"351","hypo - Azucena (CG context) - genes","Os07g0587000"
"352","hypo - Azucena (CG context) - genes","Os07g0601000"
"353","hypo - Azucena (CG context) - genes","Os07g0620400"
"354","hypo - Azucena (CG context) - genes","Os07g0657500"
"355","hypo - Azucena (CG context) - genes","Os08g0242800"
"356","hypo - Azucena (CG context) - genes","Os08g0266200"
"357","hypo - Azucena (CG context) - genes","Os08g0276400"
"358","hypo - Azucena (CG context) - genes","Os08g0367850"
"359","hypo - Azucena (CG context) - genes","Os08g0369800"
"360","hypo - Azucena (CG context) - genes","Os08g0506500"
"361","hypo - Azucena (CG context) - genes","Os08g0536100"
"362","hypo - Azucena (CG context) - genes","Os08g0536150"
"363","hypo - Azucena (CG context) - genes","Os08g0539100"
"364","hypo - Azucena (CG context) - genes","Os08g0563450"
"365","hypo - Azucena (CG context) - genes","Os08g0566100"
"366","hypo - Azucena (CG context) - genes","Os08g0566250"
"367","hypo - Azucena (CG context) - genes","Os09g0248000"
"368","hypo - Azucena (CG context) - genes","Os09g0252000"
"369","hypo - Azucena (CG context) - genes","Os09g0280500"
"370","hypo - Azucena (CG context) - genes","Os09g0370200"
"371","hypo - Azucena (CG context) - genes","Os09g0376900"
"372","hypo - Azucena (CG context) - genes","Os09g0515400"
"373","hypo - Azucena (CG context) - genes","Os09g0529400"
"374","hypo - Azucena (CG context) - genes","Os09g0542200"
"375","hypo - Azucena (CG context) - genes","Os09g0571033"
"376","hypo - Azucena (CG context) - genes","Os09g0573200"
"377","hypo - Azucena (CG context) - genes","Os10g0175700"
"378","hypo - Azucena (CG context) - genes","Os10g0180800"
"379","hypo - Azucena (CG context) - genes","Os10g0536100"
"380","hypo - Azucena (CG context) - genes","Os10g0540100"
"381","hypo - Azucena (CG context) - genes","Os10g0540200"
"382","hypo - Azucena (CG context) - genes","Os10g0540900"
"383","hypo - Azucena (CG context) - genes","Os10g0541000"
"384","hypo - Azucena (CG context) - genes","Os10g0580500"
"385","hypo - Azucena (CG context) - genes","Os11g0109000"
"386","hypo - Azucena (CG context) - genes","Os11g0213000"
"387","hypo - Azucena (CG context) - genes","Os11g0278900"
"388","hypo - Azucena (CG context) - genes","Os11g0295000"
"389","hypo - Azucena (CG context) - genes","Os11g0297800"
"390","hypo - Azucena (CG context) - genes","Os11g0425100"
"391","hypo - Azucena (CG context) - genes","Os11g0431700"
"392","hypo - Azucena (CG context) - genes","Os11g0484300"
"393","hypo - Azucena (CG context) - genes","Os11g0529100"
"394","hypo - Azucena (CG context) - genes","Os11g0619500"
"395","hypo - Azucena (CG context) - genes","Os11g0639000"
"396","hypo - Azucena (CG context) - genes","Os12g0132500"
"397","hypo - Azucena (CG context) - genes","Os12g0132650"
"398","hypo - Azucena (CG context) - genes","Os12g0151900"
"399","hypo - Azucena (CG context) - genes","Os12g0152000"
"400","hypo - Azucena (CG context) - genes","Os12g0179951"
"401","hypo - Azucena (CG context) - genes","Os12g0209100"
"402","hypo - Azucena (CG context) - genes","Os12g0210400"
"403","hypo - Azucena (CG context) - genes","Os12g0556500"
"404","hypo - Azucena (CG context) - genes","Os12g0563200"
"405","hypo - Azucena (CG context) - genes","Os12g0570075"
"406","hypo - Azucena (CG context) - genes","Os12g0578800"
"407","hypo - Azucena (CG context) - genes","Os12g0599900"
"408","hypo - Azucena (CG context) - genes","Os12g0605300"
"409","hypo - Azucena (CG context) - genes","Os12g0631100"
"410","hypo - Azucena (CG context) - genes","Os12g0631150"
"411","hypo - Azucena (CG context) - genes","Os12g0634900"
"412","hypo - Azucena (CG context) - genes","Os12g0637100"
"413","hypo - Azucena (CHG context) - genes","Os01g0116900"
"414","hypo - Azucena (CHG context) - genes","Os01g0153150"
"415","hypo - Azucena (CHG context) - genes","Os01g0274601"
"416","hypo - Azucena (CHG context) - genes","Os01g0311600"
"417","hypo - Azucena (CHG context) - genes","Os01g0331100"
"418","hypo - Azucena (CHG context) - genes","Os01g0364800"
"419","hypo - Azucena (CHG context) - genes","Os01g0550900"
"420","hypo - Azucena (CHG context) - genes","Os01g0586801"
"421","hypo - Azucena (CHG context) - genes","Os01g0649400"
"422","hypo - Azucena (CHG context) - genes","Os01g0651800"
"423","hypo - Azucena (CHG context) - genes","Os01g0651866"
"424","hypo - Azucena (CHG context) - genes","Os01g0674150"
"425","hypo - Azucena (CHG context) - genes","Os01g0693100"
"426","hypo - Azucena (CHG context) - genes","Os01g0708300"
"427","hypo - Azucena (CHG context) - genes","Os01g0723500"
"428","hypo - Azucena (CHG context) - genes","Os01g0728350"
"429","hypo - Azucena (CHG context) - genes","Os01g0728375"
"430","hypo - Azucena (CHG context) - genes","Os01g0793300"
"431","hypo - Azucena (CHG context) - genes","Os01g0799100"
"432","hypo - Azucena (CHG context) - genes","Os01g0799600"
"433","hypo - Azucena (CHG context) - genes","Os01g0889900"
"434","hypo - Azucena (CHG context) - genes","Os01g0935000"
"435","hypo - Azucena (CHG context) - genes","Os02g0106800"
"436","hypo - Azucena (CHG context) - genes","Os02g0128400"
"437","hypo - Azucena (CHG context) - genes","Os02g0128500"
"438","hypo - Azucena (CHG context) - genes","Os02g0214050"
"439","hypo - Azucena (CHG context) - genes","Os02g0258300"
"440","hypo - Azucena (CHG context) - genes","Os02g0491800"
"441","hypo - Azucena (CHG context) - genes","Os02g0492000"
"442","hypo - Azucena (CHG context) - genes","Os02g0503100"
"443","hypo - Azucena (CHG context) - genes","Os02g0503700"
"444","hypo - Azucena (CHG context) - genes","Os02g0528900"
"445","hypo - Azucena (CHG context) - genes","Os02g0562600"
"446","hypo - Azucena (CHG context) - genes","Os02g0568700"
"447","hypo - Azucena (CHG context) - genes","Os03g0221100"
"448","hypo - Azucena (CHG context) - genes","Os03g0227400"
"449","hypo - Azucena (CHG context) - genes","Os03g0236300"
"450","hypo - Azucena (CHG context) - genes","Os03g0268400"
"451","hypo - Azucena (CHG context) - genes","Os03g0268450"
"452","hypo - Azucena (CHG context) - genes","Os03g0349600"
"453","hypo - Azucena (CHG context) - genes","Os03g0349700"
"454","hypo - Azucena (CHG context) - genes","Os03g0374901"
"455","hypo - Azucena (CHG context) - genes","Os03g0375300"
"456","hypo - Azucena (CHG context) - genes","Os03g0383100"
"457","hypo - Azucena (CHG context) - genes","Os03g0403600"
"458","hypo - Azucena (CHG context) - genes","Os03g0564200"
"459","hypo - Azucena (CHG context) - genes","Os03g0568400"
"460","hypo - Azucena (CHG context) - genes","Os03g0583900"
"461","hypo - Azucena (CHG context) - genes","Os03g0639700"
"462","hypo - Azucena (CHG context) - genes","Os03g0695425"
"463","hypo - Azucena (CHG context) - genes","Os03g0749000"
"464","hypo - Azucena (CHG context) - genes","Os03g0749051"
"465","hypo - Azucena (CHG context) - genes","Os03g0804600"
"466","hypo - Azucena (CHG context) - genes","Os04g0127900"
"467","hypo - Azucena (CHG context) - genes","Os04g0155500"
"468","hypo - Azucena (CHG context) - genes","Os04g0165200"
"469","hypo - Azucena (CHG context) - genes","Os04g0167701"
"470","hypo - Azucena (CHG context) - genes","Os04g0179700"
"471","hypo - Azucena (CHG context) - genes","Os04g0182600"
"472","hypo - Azucena (CHG context) - genes","Os04g0193950"
"473","hypo - Azucena (CHG context) - genes","Os04g0219800"
"474","hypo - Azucena (CHG context) - genes","Os04g0266700"
"475","hypo - Azucena (CHG context) - genes","Os04g0275950"
"476","hypo - Azucena (CHG context) - genes","Os04g0352700"
"477","hypo - Azucena (CHG context) - genes","Os04g0411651"
"478","hypo - Azucena (CHG context) - genes","Os04g0420033"
"479","hypo - Azucena (CHG context) - genes","Os04g0492600"
